year_of_arrival,flag,place_of_purchase,place_of_landing,percent_women,percent_children,percent_men,total_embarked,total_disembarked,resistance_label,vessel_name,captain's_name,voyage_id,sources
1760,U.S.A.,Anomabu,St. Croix,,,,135,112,,Marygold,"Taylor, Thomas Teackle",36232,"[u'Coughtry, 241-85<><p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>', u'Donnan,III,183<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'T70/1263<><p><em>BNA</em> (Kew), Treasury</p>', u'NYHS,Vernon,Bx 2/5<><p><span style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">New York Historical Society (New York, New York, USA) Vernon ms, boxes 1-2</span></p>', u'NYHS,Vernon,Bx 2/12,Sharpe,60.04.28<><p><span style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">New York Historical Society (New York, New York, USA) Vernon ms, boxes 1-2</span></p>', u'NYHS,Vernon,Bx1/13,Taylor,60.03.02.<><p><span style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">New York Historical Society (New York, New York, USA) Vernon ms, boxes 1-2</span></p>', u'NYHS,Vernon,Bx1/14,Vernons,59.05.12.<><p><span style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">New York Historical Society (New York, New York, USA) Vernon ms, boxes 1-2</span></p>']"
1760,U.S.A.,Cape Coast Castle,"Rhode Island, port unspecified",,,,117,102,,Charming Betty,"James, Peter",36233,"[u'Coughtry, 241-85<><p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>', u'T70/1263<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,III,185<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'AmerHistRec,I(1872),344<>Mason, George C,""The African Slave Trade in Colonial Times,"" <i>American Historical Record</i>, 1 (1872): 311-19, 338-45.']"
1760,U.S.A.,Cape Coast Castle,"Rhode Island, port unspecified",,,,78,63,,Three Friends,"Carpenter, James",36234,"[u'Coughtry, 241-85<><p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>', u'T70/1263<><p><em>BNA</em> (Kew), Treasury</p>', u'Donnan,III,185<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1760,U.S.A.,Cape Coast Castle,"St. Kitts, port unspecified",,,,125,109,,Abigail,"Stoddard, Robert",36236,"[u'Coughtry, 241-85<><p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>', u'T70/1263<><p><em>BNA</em> (Kew), Treasury</p>']"
1760,U.S.A.,"Africa., port unspecified",New York,,,,83,69,,Sally,"Griffiths, David",37060,"[u'NYM,24 December 1759<><i>New York Mercury</i>', u'NYM,11 August 1760<><i>New York Mercury</i>', u'Donnan,III,452<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1760,Portugal / Brazil,Mozambique,"Barbados, port unspecified",,,,107,100,,Jesus Maria José S Francisco Xavier e Almas,"Cox, Samuel",50828,"[u'APEB, cod. 447, p.214v<><i>Arquivo P\xfablico do Estado da Bahia</i> (Salvador da Bahia, Brazil)', u'LList, 8 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'CO28/32,4<><p><em>BNA</em> (Kew)</p>']"
1760,Denmark / Baltic,Christiansborg,St. Croix,,,,228,197,,Debora(h),"Mørch, B (a) Mørck, B",35175,"[u'N\xf8rreg\xe5rd,116<><p>N&oslash;rreg&aring;rd, Georg, <em>Danish Settlements in West Africa, 1658-1850</em> (Boston, 1965).</p>', u'Hern\xe6s,256,259<><p>Hern&aelig;s, Per O, <em>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</em> (Trondheim, 1995).</p>']"
1760,Denmark / Baltic,Christiansborg,St. Croix,,,,375,324,,Friderichs Haab,"Hiørring, L",35176,"[u'N\xf8rreg\xe5rd,116<><p>N&oslash;rreg&aring;rd, Georg, <em>Danish Settlements in West Africa, 1658-1850</em> (Boston, 1965).</p>', u'Hern\xe6s,257,260<><p>Hern&aelig;s, Per O, <em>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</em> (Trondheim, 1995).</p>']"
1760,Denmark / Baltic,"Africa., port unspecified",St. Croix,,,,257,214,, ,"Thumbson, Alex",35336,"[u'Hern\xe6s,257,260<><p>Hern&aelig;s, Per O, <em>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</em> (Trondheim, 1995).</p>']"
1760,Great Britain,Cape Coast Castle,"Jamaica, port unspecified",,,,225,220,,Amelia,"Skerrett, Oliver<br/> Nixon, James",17447,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 20 May 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),,,,386,351,,Antelope,"Hamilton, David",17448,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 23 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,96v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
1760,Great Britain,Calabar,"Jamaica, port unspecified",,,,290,220,,Arabella,"Merrick, George",17449,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 11 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 22 Aug 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,Patuxent,,,,329,230,,Diamond,"King, John",17453,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 17 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 5 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 21 Nov 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'MG, 5 July 1760<><p><em>Maryland Gazette</em> (Baltimore)<br /></p>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",,,,341,310,,Eagle Gally,"Jones, Joseph<br/> Nash",17454,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 10 Feb 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Windward Coast, port unspecified",Upper James River,,,,440,359,,Eugene,"Strange, William<br/> Engledue, William",17455,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 17 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 19 Aug 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Minch,159<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
1760,Great Britain,"Africa., port unspecified",Charleston,,,,442,361,,Kingston,"Brown, William",17460,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 17 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Cape Coast Castle,"Jamaica, port unspecified",,,,330,292,,Phoenix,"Knight, John<br/> Anderson, John",17465,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 17 June 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 26 Sept 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 22 Aug 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Cabinda,Charleston,,,,525,428,,Prince Tom,"Chilcott, John",17467,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 17 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,Charleston,,,,183,157,,Racehorse,"Barker, John",17468,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 24 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",,,,656,597,,Sally,"Gordon, John",17469,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 24 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Africa., port unspecified","Jamaica, port unspecified",,,,199,166,,Tryton,"Taylor, William<br/> Doyle, Nicholas",17471,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 10 Feb 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 20 Mar 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,"St. Kitts, port unspecified",,,,200,152,,Two Sisters,"Daniel, Joseph",17472,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 25 Mar 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Cape Coast Castle,"Martinique, port unspecified",,,,68,59,,Catherine,"Bragg, Thomas",17477,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>']"
1760,Great Britain,"Africa., port unspecified","Martinique, port unspecified",,,,250,209,,Favourite,"Holloran, Patrick",17480,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>']"
1760,Great Britain,Bonny,"Martinique, port unspecified",,,,276,209,,Halifax,"Cowie, Robert",17484,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 14 Sept 1762<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Calabar,"Jamaica, port unspecified",,,,659,500,,Indian Queen,"Lewis, John",17487,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 6 Feb 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Africa., port unspecified",Basse-Terre,,,,204,170,,Mary,"Gardner, Peter<br/> Brown, David",17491,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>', u'LList, 9 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,Charleston,,,,491,420,,Roebuck,"Maxwell, James<br/> Gullan, Thomas",17496,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>']"
1760,Great Britain,"Africa., port unspecified","Martinique, port unspecified",,,,250,209,,Two Sisters,"Daniel, Joseph",17499,"[u'Richardson,III<><p>Richardson, David, <em>Bristol</em><em>, Africa and the Eighteenth Century Slave Trade to America</em>: Volume 1, <em>The Years of Expansion, 1698-1729</em> (Bristol, 1986); Volume 2, <em>The Years of Ascendancy, 1730-1745</em> (Bristol, 1987); Volume 3, <em>The Years of Decline, 1746-1769</em> (Bristol, 1991); Volume 4, <em>The Final Years, 1770-1807</em> (Bristol, 1997)</p>']"
1760,Great Britain,Malembo,Basse-Terre,,,,705,575,,Nancy,"Bare, Francis",90256,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 30 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Sierra Leone estuary,Rappahannock,,,,225,200,,Marques of Rockingham,"Evans, George",90338,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 26 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Minch,150-51<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
1760,Great Britain,Bonny,Basse-Terre,,,,203,166,,Hector,"Livesey, Evan",90521,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Anomabu,Basse-Terre,,,,368,300,,Tarleton,"Linecar, Samuel",90546,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"Windward Coast, port unspecified","Barbados, port unspecified",,,,190,95,,New Eagle,"Jackson, Richard",90559,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 22 July 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,Bonny,Saint John (Antigua),,,,480,392,,Duke of Cumberland,"Elworthy, John",90584,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"Windward Coast, port unspecified","Montserrat, port unspecified",,,,282,250,,John,"Boulton, Nicholas",90616,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Gambia,"Martinique, port unspecified",,,,180,154,,Phoebe,"Giball, John<br/> Bennet, James",90622,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,355<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 20 June 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
1760,Great Britain,"Gold Coast, port unspecified",Charleston,,,,238,204,,Charming Esther,"Hamilton, John",90648,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO5/510<><p><em>BNA</em> (Kew)</p>']"
1760,Great Britain,Anomabu,Charleston,,,,235,155,,Middleton,"Walker, John",90668,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
1760,Great Britain,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",,,,336,288,,Mary,"Johnson, John<br/> Kelly, John",90669,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 25 Mar 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'MR,MSC,f.19r<><p>Misplaced reference</p>']"
1760,Great Britain,Bonny,Rappahannock,,,,228,128,,Mary,"Kelly, John<br/> Cottyman, Thomas<br/> Kerr, Daniel",90670,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Minch,160-61<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
1760,Great Britain,"Bight of Benin, port unspecified","Barbados, port unspecified",,,,632,516,,Glory,"Chalmers, Thomas<br/> Speers, William",90685,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Iles de Los,"St. Kitts, port unspecified",,,,230,197,,Antigua Packet,"Brown, Edmund",90692,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,Anomabu,"Martinique, port unspecified",,,,240,205,,Nancy,"Bennett, James<br/> Saxon, Joseph",90695,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
1760,Great Britain,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),,,,352,287,,Blundell,"Barkley, Thomas<br/> Dunbar",90707,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
